GeneName	EntrezID	Symbol	Chr	Length
ENSG00000251039.2	IGKV2D-40	IGKV2D-40	chr2	706.0
ENSG00000251546.1	IGKV1D-39	IGKV1D-39	chr2	499.0
ENSG00000254009.1	IGKV2D-38	IGKV2D-38	chr2	239.0
ENSG00000250036.1	IGKV1D-37	IGKV1D-37	chr2	476.0
ENSG00000253127.1	IGKV2D-36	IGKV2D-36	chr2	225.0
ENSG00000232747.2	IGKV1D-35	IGKV1D-35	chr2	270.0
ENSG00000253501.1	IGKV3D-34	IGKV3D-34	chr2	489.0
ENSG00000239975.1	IGKV1D-33	IGKV1D-33	chr2	563.0
ENSG00000253191.1	IGKV1D-32	IGKV1D-32	chr2	445.0
ENSG00000253999.1	IGKV3D-31	IGKV3D-31	chr2	501.0
ENSG00000239571.1	IGKV2D-30	IGKV2D-30	chr2	820.0
ENSG00000243264.1	IGKV2D-29	IGKV2D-29	chr2	757.0
ENSG00000242534.2	IGKV2D-28	IGKV2D-28	chr2	775.0
ENSG00000224607.3	IGKV1D-27	IGKV1D-27	chr2	477.0
ENSG00000211623.2	IGKV2D-26	IGKV2D-26	chr2	780.0
ENSG00000254097.1	IGKV3D-25	IGKV3D-25	chr2	234.0
ENSG00000241566.1	IGKV2D-24	IGKV2D-24	chr2	832.0
ENSG00000254345.1	IGKV2D-23	IGKV2D-23	chr2	525.0
ENSG00000253365.1	IGKV1D-22	IGKV1D-22	chr2	443.0
ENSG00000225523.2	IGKV6D-21	IGKV6D-21	chr2	618.0
ENSG00000211625.2	IGKV3D-20	IGKV3D-20	chr2	631.0
ENSG00000253765.1	IGKV2D-19	IGKV2D-19	chr2	261.0
ENSG00000254220.1	IGKV2D-18	IGKV2D-18	chr2	791.0
ENSG00000211626.2	IGKV6D-41	IGKV6D-41	chr2	576.0
ENSG00000242766.1	IGKV1D-17	IGKV1D-17	chr2	656.0
ENSG00000178894.4	AC073416.1	AC073416.1	chr2	235.0
ENSG00000241244.1	IGKV1D-16	IGKV1D-16	chr2	502.0
ENSG00000224041.2	IGKV3D-15	IGKV3D-15	chr2	562.0
ENSG00000254292.1	IGKV2D-14	IGKV2D-14	chr2	778.0
ENSG00000211630.2	IGKV1D-13	IGKV1D-13	chr2	656.0
ENSG00000240834.1	IGKV1D-12	IGKV1D-12	chr2	655.0
ENSG00000211632.2	IGKV3D-11	IGKV3D-11	chr2	610.0
ENSG00000253906.1	IGKV2D-10	IGKV2D-10	chr2	698.0
ENSG00000211633.2	IGKV1D-42	IGKV1D-42	chr2	486.0
ENSG00000242580.1	IGKV1D-43	IGKV1D-43	chr2	656.0
ENSG00000239819.1	IGKV1D-8	IGKV1D-8	chr2	655.0
ENSG00000235896.2	IGKV3D-7	IGKV3D-7	chr2	556.0
ENSG00000237677.1	AC113612.2	AC113612.2	chr2	193.0
ENSG00000234047.1	AC113612.1	AC113612.1	chr2	276.0
ENSG00000270999.1	CH17-132F21.1	CH17-132F21.1	chr2	470.0
ENSG00000237474.1	AC233263.2	AC233263.2	chr2	276.0
ENSG00000237261.1	AC233263.1	AC233263.1	chr2	258.0
ENSG00000228325.3	RP11-685N3.1	RP11-685N3.1	chr2	558.0
ENSG00000226615.1	AC018696.1	AC018696.1	chr2	218.0
ENSG00000219041.4	IGKV1OR2-118	IGKV1OR2-118	chr2	647.0
ENSG00000227114.1	AC018696.3	AC018696.3	chr2	138.0
ENSG00000203344.2	AC018696.2	AC018696.2	chr2	726.0
ENSG00000214164.2	AC018696.5	AC018696.5	chr2	867.0
ENSG00000213356.1	AC018696.6	AC018696.6	chr2	276.0
ENSG00000235388.1	AC018696.7	AC018696.7	chr2	193.0
ENSG00000230964.1	AC018696.4	AC018696.4	chr2	95.0
ENSG00000261600.1	RP11-575H3.1	RP11-575H3.1	chr2	527.0
ENSG00000233991.2	AC116050.1	AC116050.1	chr2	31911.0
ENSG00000143429.4	AC027612.6	AC027612.6	chr2	24709.0
ENSG00000222835.1	RNA5SP100	RNA5SP100	chr2	109.0
ENSG00000184303.4	DRD5P1	DRD5P1	chr2	2034.0
ENSG00000230572.1	AC027612.3	AC027612.3	chr2	28643.0
ENSG00000271627.1	RP11-165D20.1	RP11-165D20.1	chr2	582.0
ENSG00000223703.1	AC027612.4	AC027612.4	chr2	30713.0
ENSG00000232531.2	AC027612.1	AC027612.1	chr2	1055.0
ENSG00000238320.1	AC027612.2	AC027612.2	chr2	93.0
ENSG00000236969.2	GGT8P	GGT8P	chr2	5225.0
ENSG00000235235.5	IGKV1OR-1	IGKV1OR-1	chr2	853.0
ENSG00000214330.4	ABCD1P5	ABCD1P5	chr2	3201.0
ENSG00000237085.2	AC127391.3	AC127391.3	chr2	97.0
ENSG00000227497.1	PABPC1P6	PABPC1P6	chr2	2226.0
ENSG00000214329.2	SLC9B1P2	SLC9B1P2	chr2	48638.0
ENSG00000226481.2	ACTR3BP2	ACTR3BP2	chr2	1802.0
ENSG00000234898.1	CHEK2P3	CHEK2P3	chr2	6174.0
ENSG00000235147.1	AC128677.3	AC128677.3	chr2	441.0
ENSG00000223816.4	AC128677.4	AC128677.4	chr2	854.0
ENSG00000237383.1	CNN2P11	CNN2P11	chr2	261.0
ENSG00000227265.2	AC073464.4	AC073464.4	chr2	1189.0
ENSG00000213355.3	CNN2P8	CNN2P8	chr2	912.0
ENSG00000234837.1	AC073464.6	AC073464.6	chr2	711.0
ENSG00000223564.1	CYP4F32P	CYP4F32P	chr2	1020.0
ENSG00000232502.1	AC073464.7	AC073464.7	chr2	342.0
ENSG00000235571.1	SNX18P14	SNX18P14	chr2	573.0
ENSG00000204717.4	AC073464.11	AC073464.11	chr2	10644.0
ENSG00000229089.2	ANKRD20A8P	ANKRD20A8P	chr2	46236.0
ENSG00000212140.1	U6	U6	chr2	106.0
ENSG00000259848.3	AC097374.2	AC097374.2	chr2	79855.0
ENSG00000163060.6	TEKT4	TEKT4	chr2	5396.0
ENSG00000237055.1	AC097374.3	AC097374.3	chr2	1095.0
ENSG00000232128.1	AC097374.4	AC097374.4	chr2	612.0
ENSG00000233158.1	AC097374.5	AC097374.5	chr2	399.0
ENSG00000231331.1	AC103563.2	AC103563.2	chr2	432.0
ENSG00000232594.1	AC103563.3	AC103563.3	chr2	456.0
ENSG00000233105.1	AC103563.4	AC103563.4	chr2	363.0
ENSG00000224585.1	AC103563.5	AC103563.5	chr2	213.0
ENSG00000233447.1	AC103563.6	AC103563.6	chr2	294.0
ENSG00000235186.1	AC103563.7	AC103563.7	chr2	2482.0
ENSG00000242822.2	RN7SL575P	RN7SL575P	chr2	296.0
ENSG00000233850.1	AC103563.8	AC103563.8	chr2	1516.0
ENSG00000172005.6	MAL	MAL	chr2	28315.0
ENSG00000231062.1	AC103563.9	AC103563.9	chr2	1781.0
ENSG00000144029.7	MRPS5	MRPS5	chr2	62227.0
ENSG00000144026.7	ZNF514	ZNF514	chr2	18083.0
ENSG00000163067.10	ZNF2	ZNF2	chr2	18888.0
ENSG00000233757.2	AC092835.2	AC092835.2	chr2	8068.0
ENSG00000155066.11	PROM2	PROM2	chr2	16855.0
ENSG00000115041.8	KCNIP3	KCNIP3	chr2	88773.0
ENSG00000235129.1	FABP7P2	FABP7P2	chr2	378.0
ENSG00000115042.5	FAHD2A	FAHD2A	chr2	13895.0
ENSG00000248821.1	AC009238.6	AC009238.6	chr2	840.0
ENSG00000233275.1	AC009238.8	AC009238.8	chr2	354.0
ENSG00000227120.1	AC009238.7	AC009238.7	chr2	423.0
ENSG00000204705.2	UBTFL5	UBTFL5	chr2	10929.0
ENSG00000234903.1	AC133104.2	AC133104.2	chr2	915.0
ENSG00000144010.7	TRIM43B	TRIM43B	chr2	7764.0
ENSG00000238162.1	AC009237.4	AC009237.4	chr2	264.0
ENSG00000223917.1	AC009237.2	AC009237.2	chr2	2147.0
ENSG00000237308.1	AC009237.5	AC009237.5	chr2	509.0
ENSG00000224719.1	AC009237.6	AC009237.6	chr2	2268.0
ENSG00000226185.1	TRIM64FP	TRIM64FP	chr2	5280.0
ENSG00000213283.2	AC009237.8	AC009237.8	chr2	1875.0
ENSG00000229689.1	FLJ14082	FLJ14082	chr2	3540.0
ENSG00000236431.1	AC009237.11	AC009237.11	chr2	378.0
ENSG00000233037.2	AC009237.10	AC009237.10	chr2	500.0
ENSG00000168992.3	AC009237.9	AC009237.9	chr2	1036.0
ENSG00000232717.1	TRIM51JP	TRIM51JP	chr2	5865.0
ENSG00000230083.1	AC009237.13	AC009237.13	chr2	237.0
ENSG00000144015.4	TRIM43	TRIM43	chr2	7760.0
ENSG00000236026.1	AC009237.14	AC009237.14	chr2	228.0
ENSG00000271003.1	RP11-440D17.1	RP11-440D17.1	chr2	9519.0
ENSG00000270193.1	RP11-440D17.2	RP11-440D17.2	chr2	741.0
ENSG00000204699.3	UBTFL3	UBTFL3	chr2	10929.0
ENSG00000235959.1	AC009237.17	AC009237.17	chr2	423.0
ENSG00000236750.1	AC009237.16	AC009237.16	chr2	346.0
ENSG00000235584.2	AC008268.1	AC008268.1	chr2	2631.0
ENSG00000237510.3	AC008268.2	AC008268.2	chr2	10512.0
ENSG00000232931.1	LINC00342	LINC00342	chr2	9097.0
ENSG00000174501.10	ANKRD36C	ANKRD36C	chr2	142954.0
ENSG00000243039.2	RN7SL210P	RN7SL210P	chr2	288.0
ENSG00000231584.3	FAHD2CP	FAHD2CP	chr2	12829.0
ENSG00000186281.8	GPAT2	GPAT2	chr2	17505.0
ENSG00000222040.3	ADRA2B	ADRA2B	chr2	3277.0
ENSG00000188886.3	ASTL	ASTL	chr2	14586.0
ENSG00000158050.4	DUSP2	DUSP2	chr2	2274.0
ENSG00000228873.1	AC012307.2	AC012307.2	chr2	1410.0
ENSG00000084090.9	STARD7	STARD7	chr2	23966.0
ENSG00000204685.5	AC012307.3	AC012307.3	chr2	34205.0
ENSG00000135956.3	TMEM127	TMEM127	chr2	15420.0
ENSG00000144021.2	CIAO1	CIAO1	chr2	7217.0
ENSG00000144028.10	SNRNP200	SNRNP200	chr2	31223.0
ENSG00000230747.1	AC021188.4	AC021188.4	chr2	14468.0
ENSG00000198885.5	ITPRIPL1	ITPRIPL1	chr2	3022.0
ENSG00000121152.5	NCAPH	NCAPH	chr2	38058.0
ENSG00000163121.5	NEURL3	NEURL3	chr2	10463.0
ENSG00000235480.1	RP11-363D14.1	RP11-363D14.1	chr2	4366.0
ENSG00000196843.11	ARID5A	ARID5A	chr2	15895.0
ENSG00000114982.13	KANSL3	KANSL3	chr2	49617.0
ENSG00000249715.5	FER1L5	FER1L5	chr2	62150.0
ENSG00000114988.7	LMAN2L	LMAN2L	chr2	34135.0
ENSG00000158158.7	CNNM4	CNNM4	chr2	50989.0
ENSG00000264157.1	MIR3127	MIR3127	chr2	75.0
ENSG00000168763.11	CNNM3	CNNM3	chr2	17666.0
ENSG00000163126.10	ANKRD23	ANKRD23	chr2	33408.0
ENSG00000213337.4	ANKRD39	ANKRD39	chr2	21484.0
ENSG00000168758.6	SEMA4C	SEMA4C	chr2	11041.0
ENSG00000168754.9	FAM178B	FAM178B	chr2	142555.0
ENSG00000252845.1	RNA5SP101	RNA5SP101	chr2	107.0
ENSG00000238760.1	snoU13	snoU13	chr2	102.0
ENSG00000248134.1	AC079395.1	AC079395.1	chr2	261.0
ENSG00000144188.9	TRIM43CP	TRIM43CP	chr2	5655.0
ENSG00000230343.1	AC018892.8	AC018892.8	chr2	264.0
ENSG00000236847.1	AC018892.3	AC018892.3	chr2	2088.0
ENSG00000270748.1	IGKV2OR2-1	IGKV2OR2-1	chr2	303.0
ENSG00000271402.1	IGKV2OR2-2	IGKV2OR2-2	chr2	299.0
ENSG00000204670.6	IGKV1OR2-3	IGKV1OR2-3	chr2	470.0
ENSG00000188383.7	AC018892.9	AC018892.9	chr2	2151.0
ENSG00000144199.7	FAHD2B	FAHD2B	chr2	11299.0
ENSG00000242421.2	RN7SL313P	RN7SL313P	chr2	288.0
ENSG00000135976.12	ANKRD36	ANKRD36	chr2	151025.0
ENSG00000270187.1	IGKV1OR2-11	IGKV1OR2-11	chr2	286.0
ENSG00000271226.1	IGKV2OR2-10	IGKV2OR2-10	chr2	299.0
ENSG00000271015.1	IGKV2OR2-7	IGKV2OR2-7	chr2	303.0
ENSG00000271569.1	IGKV1OR2-6	IGKV1OR2-6	chr2	276.0
ENSG00000270252.1	IGKV3OR2-5	IGKV3OR2-5	chr2	280.0
ENSG00000270450.1	IGKV2OR2-7D	IGKV2OR2-7D	chr2	303.0
ENSG00000271630.1	IGKV2OR2-8	IGKV2OR2-8	chr2	299.0
ENSG00000271351.1	IGKV1OR2-9	IGKV1OR2-9	chr2	286.0
ENSG00000237837.1	AC159540.3	AC159540.3	chr2	2422.0
ENSG00000230606.5	AC159540.1	AC159540.1	chr2	14137.0
ENSG00000241481.2	AC159540.2	AC159540.2	chr2	13730.0
ENSG00000196912.8	ANKRD36B	ANKRD36B	chr2	97450.0
ENSG00000235833.1	AC159540.14	AC159540.14	chr2	1027.0
ENSG00000228970.5	UBTFL6	UBTFL6	chr2	1206.0
ENSG00000135940.2	COX5B	COX5B	chr2	2343.0
ENSG00000115073.6	ACTR1B	ACTR1B	chr2	8139.0
ENSG00000228486.4	AC017099.3	AC017099.3	chr2	38847.0
ENSG00000201806.1	RNU4-8P	RNU4-8P	chr2	140.0
ENSG00000115085.9	ZAP70	ZAP70	chr2	26302.0
ENSG00000075568.12	TMEM131	TMEM131	chr2	239589.0
ENSG00000235734.3	HMGN1P36	HMGN1P36	chr2	302.0
ENSG00000238719.1	RNU7-96P	RNU7-96P	chr2	63.0
ENSG00000168658.14	VWA3B	VWA3B	chr2	226183.0
ENSG00000231635.1	ATP5BP1	ATP5BP1	chr2	1573.0
ENSG00000216112.1	AC092675.1	AC092675.1	chr2	87.0
ENSG00000222000.3	AC092675.3	AC092675.3	chr2	24616.0
ENSG00000144191.7	CNGA3	CNGA3	chr2	52446.0
ENSG00000227987.1	AC092675.4	AC092675.4	chr2	4145.0
ENSG00000040933.10	INPP4A	INPP4A	chr2	146179.0
ENSG00000183513.4	COA5	COA5	chr2	9205.0
ENSG00000115446.7	UNC50	UNC50	chr2	9936.0
ENSG00000071073.6	MGAT4A	MGAT4A	chr2	112020.0
ENSG00000236564.1	YWHAQP5	YWHAQP5	chr2	1381.0
ENSG00000226791.3	AC109826.1	AC109826.1	chr2	10142.0
ENSG00000201070.1	RNU4-84P	RNU4-84P	chr2	138.0
ENSG00000196872.6	KIAA1211L	KIAA1211L	chr2	142413.0
ENSG00000238830.1	RNU7-46P	RNU7-46P	chr2	61.0
ENSG00000135951.10	TSGA10	TSGA10	chr2	157703.0
ENSG00000231822.1	AC019097.7	AC019097.7	chr2	734.0
ENSG00000241962.4	C2orf15	C2orf15	chr2	181256.0
ENSG00000144182.12	LIPT1	LIPT1	chr2	8202.0
ENSG00000185414.14	MRPL30	MRPL30	chr2	42628.0
ENSG00000158411.6	MITD1	MITD1	chr2	19631.0
ENSG00000185674.5	LYG2	LYG2	chr2	13036.0
ENSG00000144214.5	LYG1	LYG1	chr2	20504.0
ENSG00000115514.7	TXNDC9	TXNDC9	chr2	21720.0
ENSG00000158417.5	EIF5B	EIF5B	chr2	62912.0
ENSG00000135945.5	REV1	REV1	chr2	89559.0
ENSG00000222274.1	AC018690.1	AC018690.1	chr2	129.0
ENSG00000144218.13	AFF3	AFF3	chr2	595483.0
ENSG00000230393.1	AC092667.2	AC092667.2	chr2	2585.0
ENSG00000232084.1	AC104782.3	AC104782.3	chr2	43230.0
ENSG00000170500.8	LONRF2	LONRF2	chr2	49442.0
ENSG00000269383.1	AC012493.2	AC012493.2	chr2	302.0
ENSG00000270699.1	RP11-292K15.1	RP11-292K15.1	chr2	111.0
ENSG00000115526.6	CHST10	CHST10	chr2	25791.0
ENSG00000238029.1	AC012493.1	AC012493.1	chr2	759.0
ENSG00000204640.1	NMS	NMS	chr2	12798.0
ENSG00000204637.3	AC068538.2	AC068538.2	chr2	338.0
ENSG00000266005.1	RN7SL611P	RN7SL611P	chr2	270.0
ENSG00000115539.9	PDCL3	PDCL3	chr2	14045.0
ENSG00000238328.1	snoU13	snoU13	chr2	88.0
ENSG00000227259.2	HMGN2P22	HMGN2P22	chr2	174.0
ENSG00000265839.1	RN7SL360P	RN7SL360P	chr2	290.0
ENSG00000234988.1	AC068538.4	AC068538.4	chr2	2330.0
ENSG00000226034.1	NANOGNBP1	NANOGNBP1	chr2	413.0
ENSG00000234169.1	AC092168.3	AC092168.3	chr2	6146.0
ENSG00000228488.1	AC092168.4	AC092168.4	chr2	661.0
ENSG00000170485.12	NPAS2	NPAS2	chr2	176677.0
ENSG00000232034.1	AC092168.2	AC092168.2	chr2	24559.0
ENSG00000230140.1	AC016738.3	AC016738.3	chr2	4513.0
ENSG00000223947.1	AC016738.4	AC016738.4	chr2	8568.0
ENSG00000071082.6	RPL31	RPL31	chr2	22317.0
ENSG00000204634.8	TBC1D8	TBC1D8	chr2	245249.0
ENSG00000271532.1	RP11-426K3.1	RP11-426K3.1	chr2	278.0
ENSG00000265860.1	RN7SL548P	RN7SL548P	chr2	254.0
ENSG00000158435.3	CNOT11	CNOT11	chr2	17514.0
ENSG00000163162.4	RNF149	RNF149	chr2	37482.0
ENSG00000212283.1	SNORD89	SNORD89	chr2	113.0
ENSG00000264857.1	MIR5696	MIR5696	chr2	84.0
ENSG00000175874.4	CREG2	CREG2	chr2	38848.0
ENSG00000226058.1	AC092570.1	AC092570.1	chr2	468.0
ENSG00000196460.8	RFX8	RFX8	chr2	77342.0
ENSG00000223826.1	AC092570.2	AC092570.2	chr2	7432.0
ENSG00000237549.1	AC092570.3	AC092570.3	chr2	692.0
ENSG00000232556.1	AC092570.4	AC092570.4	chr2	1142.0
ENSG00000071054.11	MAP4K4	MAP4K4	chr2	197837.0
ENSG00000233404.2	FLJ20373	FLJ20373	chr2	2195.0
ENSG00000115590.9	IL1R2	IL1R2	chr2	36700.0
ENSG00000115594.7	IL1R1	IL1R1	chr2	115330.0
ENSG00000226925.1	AC007271.3	AC007271.3	chr2	9487.0
ENSG00000115598.5	IL1RL2	IL1RL2	chr2	53029.0
ENSG00000205716.4	AC007248.6	AC007248.6	chr2	398.0
ENSG00000115602.12	IL1RL1	IL1RL1	chr2	40535.0
ENSG00000115604.6	IL18R1	IL18R1	chr2	87229.0
ENSG00000236785.1	AC007248.7	AC007248.7	chr2	865.0
ENSG00000115607.5	IL18RAP	IL18RAP	chr2	33876.0
ENSG00000264764.1	MIR4772	MIR4772	chr2	77.0
ENSG00000236525.1	AC007278.2	AC007278.2	chr2	1383.0
ENSG00000234389.1	AC007278.3	AC007278.3	chr2	1762.0
ENSG00000180251.4	SLC9A4	SLC9A4	chr2	60669.0
ENSG00000115616.2	SLC9A2	SLC9A2	chr2	91611.0
ENSG00000135953.6	MFSD9	MFSD9	chr2	21048.0
ENSG00000170417.10	TMEM182	TMEM182	chr2	106985.0
ENSG00000236757.1	AC007251.2	AC007251.2	chr2	22382.0
ENSG00000224095.1	AC108051.1	AC108051.1	chr2	17021.0
ENSG00000227680.1	AC108051.2	AC108051.2	chr2	1242.0
ENSG00000224850.1	AC108051.3	AC108051.3	chr2	8119.0
ENSG00000229209.1	AC073987.1	AC073987.1	chr2	66501.0
ENSG00000227623.1	AC073987.2	AC073987.2	chr2	234.0
ENSG00000236596.1	AC092568.1	AC092568.1	chr2	1601.0
ENSG00000221849.2	AC018880.1	AC018880.1	chr2	1641.0
ENSG00000231723.1	AC018880.2	AC018880.2	chr2	200.0
ENSG00000232597.1	AC013727.1	AC013727.1	chr2	23239.0
ENSG00000236141.1	AC013727.2	AC013727.2	chr2	3942.0
ENSG00000256637.1	RP11-76I14.1	RP11-76I14.1	chr2	203468.0
ENSG00000228968.1	AC096554.1	AC096554.1	chr2	21961.0
ENSG00000233955.1	AHCYP3	AHCYP3	chr2	1278.0
ENSG00000227157.1	AC068535.2	AC068535.2	chr2	4411.0
ENSG00000225765.1	AC068535.3	AC068535.3	chr2	1781.0
ENSG00000235597.1	AC013402.2	AC013402.2	chr2	87565.0
ENSG00000234781.2	AC068535.4	AC068535.4	chr2	22051.0
ENSG00000199727.1	U3	U3	chr2	211.0
ENSG00000221654.1	AC013402.1	AC013402.1	chr2	103.0
ENSG00000231626.1	AC013402.4	AC013402.4	chr2	1069.0
ENSG00000236109.1	AC013402.3	AC013402.3	chr2	2202.0
ENSG00000230690.1	AC013402.5	AC013402.5	chr2	5500.0
ENSG00000225669.1	AC068535.5	AC068535.5	chr2	450.0
ENSG00000228528.1	AC068057.1	AC068057.1	chr2	1751.0
ENSG00000207249.1	SNORA72	SNORA72	chr2	128.0
ENSG00000234177.1	AC068057.2	AC068057.2	chr2	11081.0
ENSG00000213301.2	HMGB3P11	HMGB3P11	chr2	603.0
ENSG00000233639.1	AC018730.1	AC018730.1	chr2	45611.0
ENSG00000269707.1	RP11-13J10.1	RP11-13J10.1	chr2	72767.0
ENSG00000198914.2	POU3F3	POU3F3	chr2	4960.0
ENSG00000239587.1	AC018730.4	AC018730.4	chr2	2089.0
ENSG00000229743.2	AC018730.3	AC018730.3	chr2	7098.0
ENSG00000224509.1	AC010884.1	AC010884.1	chr2	102085.0
ENSG00000263685.1	AC010884.2	AC010884.2	chr2	78.0
ENSG00000135972.4	MRPS9	MRPS9	chr2	61977.0
ENSG00000231851.1	AC104655.2	AC104655.2	chr2	5892.0
ENSG00000226508.1	AC104655.3	AC104655.3	chr2	1311.0
ENSG00000135973.1	GPR45	GPR45	chr2	1724.0
ENSG00000268556.1	AC012360.1	AC012360.1	chr2	1842.0
ENSG00000135966.8	TGFBRAP1	TGFBRAP1	chr2	65620.0
ENSG00000268809.1	AC012360.2	AC012360.2	chr2	95.0
ENSG00000235319.1	AC012360.4	AC012360.4	chr2	6319.0
ENSG00000135974.5	C2orf49	C2orf49	chr2	11852.0
ENSG00000115641.13	FHL2	FHL2	chr2	80791.0
ENSG00000243840.1	AC108058.1	AC108058.1	chr2	1990.0
ENSG00000238273.2	AC012360.6	AC012360.6	chr2	2975.0
ENSG00000071051.9	NCK2	NCK2	chr2	149376.0
ENSG00000235522.2	AC009505.2	AC009505.2	chr2	10643.0
ENSG00000234162.1	AC009505.4	AC009505.4	chr2	2922.0
ENSG00000119147.5	C2orf40	C2orf40	chr2	14913.0
ENSG00000115652.10	UXS1	UXS1	chr2	101036.0
ENSG00000233339.1	AC018878.3	AC018878.3	chr2	4255.0
ENSG00000213295.3	AC092106.2	AC092106.2	chr2	372.0
ENSG00000224061.1	AC092106.1	AC092106.1	chr2	486.0
ENSG00000230353.4	AC114755.2	AC114755.2	chr2	250.0
ENSG00000233939.1	AC114755.4	AC114755.4	chr2	442.0
ENSG00000227513.1	AC114755.3	AC114755.3	chr2	867.0
ENSG00000229682.1	AC114755.5	AC114755.5	chr2	667.0
ENSG00000235486.1	AC114755.7	AC114755.7	chr2	8523.0
ENSG00000240935.2	PLGLA	PLGLA	chr2	11465.0
ENSG00000153165.14	RGPD3	RGPD3	chr2	63386.0
ENSG00000237666.2	AC108868.3	AC108868.3	chr2	6870.0
ENSG00000269000.1	AC108868.1	AC108868.1	chr2	4120.0
ENSG00000254126.2	CD8BP	CD8BP	chr2	19572.0
ENSG00000231505.1	AC108868.5	AC108868.5	chr2	16176.0
ENSG00000232001.1	AC108868.6	AC108868.6	chr2	1283.0
ENSG00000214199.3	EEF1A1P12	EEF1A1P12	chr2	1345.0
ENSG00000144057.11	ST6GAL2	ST6GAL2	chr2	85508.0
ENSG00000238250.1	ST6GAL2-IT1	ST6GAL2-IT1	chr2	2108.0
ENSG00000227294.1	AC016994.2	AC016994.2	chr2	6743.0
ENSG00000229360.1	PPP1R2P5	PPP1R2P5	chr2	602.0
ENSG00000226905.1	AC005040.3	AC005040.3	chr2	481.0
ENSG00000229457.1	AC006227.1	AC006227.1	chr2	111182.0
ENSG00000225588.2	AC096669.1	AC096669.1	chr2	45047.0
ENSG00000237880.1	AC096669.2	AC096669.2	chr2	157017.0
ENSG00000224568.1	AC096669.3	AC096669.3	chr2	26839.0
ENSG00000232991.1	AC096655.1	AC096655.1	chr2	68017.0
ENSG00000230651.2	AC096655.2	AC096655.2	chr2	3828.0
ENSG00000196862.8	RGPD4	RGPD4	chr2	63909.0
ENSG00000233494.1	AC009963.3	AC009963.3	chr2	137.0
ENSG00000227270.1	AC009963.4	AC009963.4	chr2	277.0
ENSG00000237745.1	AC009963.5	AC009963.5	chr2	338.0
ENSG00000235325.1	AC009963.6	AC009963.6	chr2	485.0
ENSG00000115665.4	SLC5A7	SLC5A7	chr2	27471.0
ENSG00000231221.1	AC023672.2	AC023672.2	chr2	3555.0
ENSG00000229890.1	AC023672.1	AC023672.1	chr2	382.0
ENSG00000225328.1	AC019100.3	AC019100.3	chr2	50093.0
ENSG00000236877.2	RP11-443K8.2	RP11-443K8.2	chr2	316.0
ENSG00000196228.2	SULT1C3	SULT1C3	chr2	18156.0
ENSG00000227597.1	AC019100.7	AC019100.7	chr2	1130.0
ENSG00000198203.5	SULT1C2	SULT1C2	chr2	21276.0
ENSG00000261209.1	RP11-443K8.1	RP11-443K8.1	chr2	886.0
ENSG00000237223.2	SULT1C2P1	SULT1C2P1	chr2	31561.0
ENSG00000271070.1	RP11-465O11.2	RP11-465O11.2	chr2	822.0
ENSG00000198075.5	SULT1C4	SULT1C4	chr2	10146.0
ENSG00000271284.1	RP11-465O11.1	RP11-465O11.1	chr2	273.0
ENSG00000135968.14	GCC2	GCC2	chr2	60854.0
ENSG00000214184.3	AC012487.2	AC012487.2	chr2	26681.0
ENSG00000169756.12	LIMS1	LIMS1	chr2	152845.0
ENSG00000228763.1	AC010095.5	AC010095.5	chr2	1806.0
ENSG00000233648.1	AC010095.6	AC010095.6	chr2	143.0
ENSG00000235644.1	AC010095.7	AC010095.7	chr2	638.0
ENSG00000153201.11	RANBP2	RANBP2	chr2	66330.0
ENSG00000163006.6	CCDC138	CCDC138	chr2	89821.0
ENSG00000227470.1	AC073415.2	AC073415.2	chr2	152.0
ENSG00000135960.5	EDAR	EDAR	chr2	94901.0
ENSG00000259863.1	SH3RF3-AS1	SH3RF3-AS1	chr2	1603.0
ENSG00000172985.8	SH3RF3	SH3RF3	chr2	516403.0
ENSG00000264934.1	MIR4265	MIR4265	chr2	98.0
ENSG00000228551.1	SNRPGP9	SNRPGP9	chr2	224.0
ENSG00000265965.1	MIR4266	MIR4266	chr2	54.0
ENSG00000186522.10	SEPT10	SEPT10	chr2	71224.0
ENSG00000237916.1	RP11-537E18.1	RP11-537E18.1	chr2	310.0
ENSG00000230696.1	AC011753.5	AC011753.5	chr2	11005.0
ENSG00000198142.3	SOWAHC	SOWAHC	chr2	4652.0
ENSG00000230603.1	AC011753.6	AC011753.6	chr2	533.0
ENSG00000231099.1	AC011753.7	AC011753.7	chr2	874.0
ENSG00000233307.1	AC109815.2	AC109815.2	chr2	405.0
ENSG00000233707.2	RPL22P11	RPL22P11	chr2	387.0
ENSG00000015568.8	RGPD5	RGPD5	chr2	64937.0
ENSG00000256977.5	LIMS3	LIMS3	chr2	21175.0
ENSG00000240428.5	LIMS1	LIMS1	chr2	69910.0
ENSG00000186148.6	AC013271.3	AC013271.3	chr2	48748.0
ENSG00000240069.1	GPAA1P1	GPAA1P1	chr2	930.0
ENSG00000225108.1	AC013268.2	AC013268.2	chr2	1455.0
ENSG00000204588.5	AC013268.5	AC013268.5	chr2	9077.0
ENSG00000235721.1	AC013268.3	AC013268.3	chr2	3108.0
ENSG00000229730.2	AC013268.4	AC013268.4	chr2	336.0
ENSG00000265682.1	MIR4267	MIR4267	chr2	81.0
ENSG00000144063.3	MALL	MALL	chr2	32696.0
ENSG00000264979.1	MIR4436B2	MIR4436B2	chr2	90.0
